0,391.53,1171.1,-3839.5,1737.3,8577.9,3031.6,5299.8,12771,5716.2,-2244,-8419.8,-3570.9,-633.09,-7390.2,-8093.1,-8175.8,-2006.3,8628.4,9815,1668.8,-1643.7,227.76,3774.9,3584.2,8350.7,3728.5,-7432.4,-1084.4,-3267.2,-6858.5,-3183.8,-2653.8,3409.4,8433.5,4200.6,1681.3,7080.2,7321.8,2683.5,2931.6,4036.8,1962.6,1303.5,2528.6,-1268.1,-3602,-2012.2,3138.8,3952.6,8417.5,10012,1158.7,-6157.5,-6754.2,-5831.4,-5211.8,-3295,-506.26,6494.6,9745.4,10192,5244.7,1450.9,11610,15981,14298,15104,7281.7,3475.2,169.76,-3630.7,-1627.2,-3835.7,4359.3,13892,5227.5,-8912.3,-18006,-10806,-8436.1,-7938.4,697.28,385.22,-1250.4,-3526.3,-4087.7,1417.4,8264.3,13377,13279,809.62,-1663.9,7429.6,-2240.4,-2840.5,-965.7,-13386,-9751.4,-2065.8,-149.61,-835.57,-4445.3,-8650.7,-3858,-44.522,-1887,-5517.5,-16320,-13567,-7965.9,-10220,-8757.7,-11721,-11894,-8654.2,-9818,-8189.2,-9440.2,-10615,-8765.6,-7772.7,-9262.9,-12950,-7954,7893.7,14532,6619.1,1452.5,-5865.2,-7700.9,-4842.1,-10690,-7116.7,1775.9,-2873.9,-11881,-6993.2,1265.2,-699.59,-1466.8,1881.1,8535.5,14327,14926,8427,2998.3,989.15,-3020.1,-596.64,2042.4,5292.4,2378.9,1348.5,12403,16746,15368,15215,10551,6760.5,11127,8658,8557.9,5829.6,-4717.7,-3436,2966.5,6322.8,4835,220.47,-142.23,4829.4,6954.2,5686.4,-3196.5,-10757,-8006.2,-10235,-10537,-7554,-8856.1,-7769.4,-9586.8,-9197.2,-4554.3,-5816,-9744.5,-8180.9,-1594.8,-5456.5,-6925.8,1523.8,-1515.4,-5102.6,-2768.8,1603.3,7512.5,14891,12222,-246.76,0
0,7513.2,-2075.8,-8771.5,4767,7336.2,-277.9,4173.5,17287,10069,-3556.5,-7669.7,-7355.6,-1244.7,-6679.5,-17174,-2403.6,6591.6,-2780.4,9652.5,11091,-1997.7,-3201.8,8272.5,3523.2,11583,14789,-16682,-14859,2967.7,-2178.6,-6459.8,3593,587.27,-1237.3,5531.9,9482.4,12437,7985.7,1919.5,1973.2,8231.2,-557.41,-1916,-5694,2424,-184.38,-13723,-3588.2,9890.6,22194,12290,-88.92,-7114.6,-12622,-9552.9,-3425.1,-5486.2,162.03,13995,16608,5301.3,-6910.1,4095.7,13836,20697,24848,8327.2,3683.9,6240.4,1080.7,-859.37,-1573.2,-7101.5,-447.61,13334,14320,-8503.9,-20646,-17230,-13849,505.66,4165.2,-3295.6,-1032.1,-3812.3,-15832,-642.32,25193,18563,-9010.6,786.22,15401,9948.1,-4576.8,-13266,-2073.6,-4850.9,-8377.4,-6641.2,-1266.2,766.32,-5321.5,-11454,-4618.2,7455.6,9405.6,-15607,-32680,-11528,1343.9,-3777.7,-14768,-20170,-9781.1,-1081.3,-7850.8,-14090,-9169.2,-10562,-5369.4,-5224.6,-12701,-10950,-10322,8094.4,9576,3193.5,11355,-2872.9,-16707,-12829,-9647.6,-762.75,5408.8,-14725,-21472,-1913.8,9295.4,3661.5,2880.5,6969.7,494.63,12890,26113,8934.1,-2506.7,-10007,-4857.9,10859,5235,-5074.3,-3941.4,-3786.8,12548,25483,24549,24286,5299.9,3057.7,11661,9347.8,10142,12705,3800.7,-4117.3,-5244.6,995.79,6714.6,-1123.4,4022.9,11118,948.2,-2518,5184.9,-12517,-12534,-3957.9,-15743,-4159.8,-676.51,-14634,-18909,-5620.9,-711.69,-12029,-15292,-5120.6,7595.4,2746,-8125.2,-7619.9,-3686.1,-8633.9,-3881.1,7897.6,8377.2,10459,13095,-3712.8,0
0,8462.3,16159,-4883.1,-12256,97.998,13485,15517,4145.4,-1289.8,5898.4,10432,-10506,-18148,5455.3,923.98,4665.6,15669,4536.9,-12816,-5880.8,9811.9,3237.2,1537.6,20511,-1870.1,-29331,-10659,1308.4,7533.4,-908.86,5514.7,6196.2,-5818,-5253.5,-5564.1,4718.2,5512.1,4671.6,10623,12651,3944.3,-1084.2,4787.2,7366.1,-3859.5,-5455.6,-6217.3,2630.3,3306.2,-11203,-2723,9060.6,14636,11015,3845,-10079,-2745.2,6900.1,4105.9,-1754,3280.9,16947,8991.6,3140.3,548.53,-4133.4,7110.9,17675,15071,13857,5805.6,-11708,-13489,2835.7,-2484.5,-7370,13655,5372.2,-18509,-13590,-5186.4,1245.8,14254,6147.9,-2094.2,11659,2440.7,-12960,-4057.7,8876.2,5520.6,-9625,-8973.9,83.665,7494.1,4705.4,2506.1,191.43,-4287.5,-8769.5,-5894.4,-1613.1,-6618.6,3538.1,-13142,-27112,-5029.8,-3332.5,-19350,-11050,16451,-4313,-24440,-16558,-16714,829.76,17361,-1234.8,-18325,-10335,-14432,-19847,-9183.3,-2261.9,-5414.6,-10799,-5727.3,6756.2,10002,13824,-4334.1,-12300,-8738.2,-11062,-1670.7,-1816.2,-5063.3,-13388,-7575.8,13907,10677,-6764.1,-2225.9,10989,12285,5827.3,4415.8,4285.4,8326.6,4090.2,2835.5,-1527.7,-17641,6905.3,22777,17558,16755,23399,20283,1835.2,-287.19,5820,13947,20010,17891,5561.4,1701.9,-1889.6,-9141.2,2672.5,7281.4,-1035.5,-13287,-12809,-8388.1,-12003,-13446,-13053,-8847.5,-1584.5,-6926.8,-9173.7,-5113.9,-15235,-7820.5,7366,641.35,-11015,-2123.1,-159.25,-6901.7,-3473.2,1785.9,-1158,-3481.2,1841.2,-664.91,-9809.3,683.66,0
0,2698,4472,15158,1690.6,4012.2,18092,-8871.9,-21008,2753.5,8990.2,6657.4,-215.47,-19241,-13749,28396,9536.2,-17685,12974,15535,-2270.9,21.302,10857,-821.44,-5973,-19302,-9326.9,10037,-997.35,-8144.8,-597.6,2767.4,2509.7,2691.6,1308.5,8912.6,9916.9,18973,7649.1,-7330.9,-3666.7,-12270,2104.4,521.8,-4175.6,4586.7,867.68,-5705.4,-6855.2,11505,8122.9,-981.12,-6924.2,3920,9020.8,11058,13315,-7753.5,981.37,5487.5,9760.3,7156.8,-6033.7,4771.1,10011,15309,9433.9,-6280.9,-1152.2,16081,15774,-12190,-18427,4572.4,1240.1,-17073,-13331,-2488.6,4751.7,13914,6209.5,-14215,-12552,-1213,13187,22569,8482.2,8788.2,1298.9,-11856,-11405,-2037.8,30349,9337.6,-16292,-7038.5,-5755,-639.74,-3899,-993.16,-8531.8,-27238,-9905.3,20208,2703,-9083.5,-18216,-11008,13417,-11344,-19373,-9738.4,-22072,-19511,13209,21918,-2520.4,-22814,-18380,-9884.6,-12921,-13263,-7138.3,8492.9,3050.5,-24590,-19448,-1202.6,-10883,-14221,-6070.4,8809.2,3286,-10634,-7628.4,-4342.7,9572.8,8994.2,-7099,-55.253,-4009.1,-4422.4,12669,-3530.5,-10069,4847.6,13934,14196,15949,14446,969.71,-9545.7,-2094.2,19233,6644.3,8594.2,12426,-1721.3,9281.1,15916,9409.4,9486.2,-1538.3,-7027.6,17290,15007,12140,10421,275.49,7679.1,1075,3954,181.86,-13083,-12948,505.9,-4726.8,-9622.9,1454.7,-11346,-13942,-7522.3,-9366.2,-7652.8,-6871,-3867.3,-7847.7,-5088.5,5359.5,6604,8662.9,4748.5,-5627.5,-14166,-15152,-7359.6,3145.6,-9617.1,-5197.2,-995.46,0
0,-10339,5564,16154,2436.9,-1455.8,2133.4,-2784.3,1146.8,12974,14402,-7478.9,-14423,4648,12660,2459.8,-2453.4,-2410.5,-6716.7,3881.8,-404.26,-8788.4,-7811.1,-3313.8,4252,19566,18542,5449.3,-12296,-22499,-10437,2961,1563.9,1181.1,14174,12774,4392.8,-2607.9,8367.2,5479.4,-7855.2,-187.82,-104.52,3853.5,2579.4,-3308.1,-2805.4,338.14,-2539,893.11,13720,-5534.5,-18721,-10015,587.46,9881.5,10179,22721,17148,2681.5,-2119.9,1296.8,10734,17846,14674,-13134,-7602.3,18907,10027,-13817,-10007,21302,18711,-5143.6,-23972,-22693,-4188.7,-4341.1,9242.3,4054.7,-1506.6,5555.1,-9144.3,-5475.8,3391.1,3355.2,2297.6,5345.9,4564.4,-4058.8,3200.4,3786,-8907.4,2939.9,11816,-13077,-3871.9,10175,3814.3,3223.3,-1264,4000.2,-11690,-10329,-11537,-18655,-1559.9,-7419.5,-9377.8,2646.7,-180.71,-20376,-7079,5729,-10398,-11539,-10941,-17185,-8004.1,13.728,-10679,-6792.8,1520.3,-11515,-21218,-14308,-15396,-8672.7,2833.5,3382.2,-3594.3,-9618.9,-1016.9,7308.7,-1506.2,-10528,-12767,-15846,3322.2,12643,-4764.3,2049.3,11534,2640.3,-135.99,-1243,-1245.3,18321,18894,3311.3,11894,15816,15652,23527,3051.1,-15187,-8549.3,19094,19764,-8841.6,-7435.5,10625,16223,5964.2,13158,7848.4,-3700.7,2778.2,6196,10452,9654.1,-9885,-8302.4,8733.6,5009,-3345.2,-1421.6,-1941.2,-13001,-16134,-18927,-9943.9,7429.6,352.81,-5923.6,-12213,-11963,-2536,-6055.3,2329.1,6228,-3382.7,-2098,-5705.2,-10712,1096.3,-6684.2,-4523.1,9415,1275.6,0
0,10341,-1906.2,180.94,11649,-2580.6,-13558,6460.3,7579.3,-4015.4,-3003,9889.5,23190,20374,-7496.9,-13827,-3123,-4745.1,-8772.8,7508.9,23306,8551.9,3326.3,-5321,-15217,-8069.6,975,3964.6,5896.3,13042,4115.3,-13912,-7584,-497.52,-6762.6,-3131.8,1790.4,-3779.9,-2499.1,13651,15953,8122.6,4004.5,-2147.6,-1917,-4812.9,1900.9,23305,6535.5,-13053,-13008,2071,10040,-6030.3,3503.5,7705.8,10218,8422.8,632.4,2570.1,2418,1911.1,7473.7,-19.922,-9758.7,14561,26427,6686.9,-10497,-6859.4,-4973.2,55.959,11668,-4647,-11048,1341.9,-5463.6,-3255.2,2458.6,6973.1,309.01,-469.27,12070,-4289.4,-8034,4623.4,13489,708.29,-8155.6,-2178,-5182.7,8900.6,9577.4,-5456.3,-3091,3378.9,-5260.5,-1355.6,6536.4,5957.7,-2957.6,-15527,-4891.9,-2721.8,-6535.9,-3079.3,3107.2,-10895,-18759,-1189.1,-7452.2,-17947,-9294.2,1480.1,-3015.5,-7471,-11415,-4321.9,364.98,-3284.6,-10278,-18295,-8703.6,-13979,-15275,-17495,-9668.5,-6039.8,-17567,-4832.9,-676.4,-9222.7,3327.2,7731.6,-4276.4,-736.06,-7433.3,-9682.9,-2255.2,5551.1,8454,329.54,594.59,16200,5914.5,1045.6,4802.6,-2223.7,5014.6,-513.46,6077.4,12966,8876.3,12073,19384,10060,8774.2,1173,-9496.6,5255,20202,16448,17686,14862,-21958,-10147,14574,9917.9,19143,18112,-11932,-26201,-5645.1,4346.1,6076,8661.6,-5766.6,-14406,-7800.5,-3567.4,-360.94,1458.8,-9170.6,-9702.2,43.927,4911.4,-5055.1,-12817,-4524.8,-8819.3,-17946,-14567,-5839.4,2913.1,8548.1,-6784.2,-9883.8,-19292,-18055,11035,0
0,3279.2,-6079.4,7576.9,11636,-3086.2,-3417.8,-3058.4,6244.1,10816,5062.6,4014.4,3832,-2796.6,-3161.7,-3296.7,-5288.7,-7218,-105.77,10572,17717,13947,3751.8,-7441.5,-13433,-6893.9,2190.1,5980,739.12,-1784.7,-97.201,-3575.2,-14132,60.284,6184.9,212.12,3398.4,3511.2,2294.2,-2689.3,3560.4,16421,13212,-1755.5,-3975.9,-1179.4,8217.1,14065,921.53,-10224,-11371,-6775.9,2947.3,8028.8,1978.9,4478.8,5766.7,5871.6,7936,4524.1,2194.9,949.49,-4277.1,-7989.1,8189.7,18248,15846,9785.6,2640.1,-1904.2,-3726.3,4173.3,-251.62,-4251.6,-833.03,-3235.5,-4844.5,1953.2,1939.2,-2544.8,-2219.6,-1508.9,-8608.5,2664.8,8009.3,868.92,9025.8,2223.4,-1503.3,-1150.3,-4711.3,1541.5,6105.7,4983.7,8099.7,-3463.9,-4790.1,5437.6,-2312.2,-6466.2,-1667.6,989.22,-9393,-10927,-5466.5,-5727.2,378.18,-9995,-14517,-4437.7,-8257,-9580.9,-5091.2,-7060,-14439,-7956.9,-972.92,-5313.1,2124.6,-4911.3,-20285,-17513,-8057.9,8392.6,-3989.1,-22498,-13376,-2863.2,-4930.6,-11143,-6997.3,-7088.4,164.13,5524.2,-1255.5,-8929.4,-9520.2,-12580,-8736.7,5209.4,10402,-898.63,2776.3,14763,8717.5,2838.4,-53.771,3953.1,6851.5,8783.4,7480.5,9582.7,10612,-517.81,5464.1,16599,11546,1188,-2641.4,7860.2,16663,10376,7144.6,1679.8,-5747.8,-436.21,7197.2,14627,16615,2336.9,-6587.8,-8195.5,-5389.4,10209,1118.3,-5675.5,3951,-355.54,-8575.5,-15221,-15731,-8235.9,-4163.7,-4313.5,1798.7,1255.6,-4933.9,-3302.1,-1330.3,-7952.6,-18277,-5754.5,538.51,-4310.6,6726.1,8764.6,-16832,-25817,-17280,-185.14,0
0,-8816.4,238,6464.3,5564,12054,5035.1,-4680.3,7987.2,10587,-1695.8,-1035,-5205.8,-922.55,1885.3,-8443.2,1642.9,8590.6,15541,10902,2277.2,691.34,-7882,-2865.3,4935.9,-2609.2,-7369.8,-2202.1,6833.8,3656.4,-1342.2,2396.6,-6859.2,-5678.5,10575,5129.3,-5779.6,-5487.2,-5088.8,8442.9,10822,-460.94,3224.3,12291,-6343.8,-8169.1,1415.1,9745.2,11586,-6444.9,-10596,-23.99,14936,9591.6,-1455.8,-7846.1,5852.7,16836,9806.6,12637,4370.3,-11990,-21279,-13104,7009.6,15300,11068,12955,9388.4,1897.7,3449.7,-3026.4,3307.9,11443,-3149.6,-10414,3266.5,10428,8268.9,-15979,-19644,-1025.6,6600.6,-308.25,-6828.5,-683.42,11722,13071,-2444.5,-7690.1,-8277.6,-6117.9,13489,22793,16067,-2794.7,-19810,-11990,8653.7,-655.76,-1489.2,9391.8,-17127,-17826,801.69,4900.3,-9244,-20885,-18874,-10321,-9538.2,-10598,-7450,-2079.7,8184.3,-14736,-18312,4579.3,3013.3,5807.4,4464.7,-7271.4,-18378,-21009,-11106,-5429.4,-13463,-21889,-10656,4484.5,1223.7,-8228.2,-8632.8,-5247.8,-14929,-16420,-4587.5,14719,20199,-2194.1,-5566.8,10890,-2062.8,3167.7,20869,10341,10695,2622.6,-6494.7,1344.1,14350,7850.4,2742.7,6368.6,7217,23496,11294,-11030,-5282.3,5394.8,6698.9,5580.4,-1117.4,8693.5,17472,-3543.1,-9530.4,16979,14099,4682.1,2759.4,-8718.2,-4375.4,-105.82,17418,6515.3,-13022,-15407,-24247,-11019,451.38,-568.43,1103,5323.6,-9419.2,-24754,4881.2,17748,-2095.5,-12382,-13152,-18930,-4049.7,2206.4,-14426,-5084.8,326.62,-2377.7,4754.8,5621,0
0,3603.1,-5100.7,10121,15783,-5370.4,7816.3,35533,-10655,-23839,6878.4,12913,19134,-38.37,-13233,-10025,-7515.6,13160,12962,-6883.7,-8645.1,-9784.2,-12043,2194.9,21156,29739,4373.5,-22010,-10740,-6794.3,-4565.7,-453.54,10888,2957.8,-1149.9,10790,-9263.4,-11038,10711,5533.5,9.6328,6268.4,8549.3,10868,2172.9,-5165.7,-748.66,8206.8,20547,17517,-3688.9,-7516.5,-9685.3,-8086.2,6932.5,5958.7,11189,11320,-6519.8,-17895,-11991,3931.3,16640,4654.5,-7422.2,1365.8,-6599.7,2914.7,20825,7889,5844.7,-8956.2,-9855.2,3883.9,11736,16251,2048.5,-6133.6,-16277,-1433,10001,1202.4,-2842.4,14315,13677,-7864,-10318,-8425.5,4286.1,23349,8749.9,-3251.6,-737.95,-855.56,5087.5,1923.4,-3017.1,-12875,-6525,-945.67,-12875,3507.4,16186,-6845.1,-13634,-6680.3,-8279.4,-6860.1,-7789.3,-7160.6,-20133,-15831,-3539.7,-5202.7,-2796.8,-2769.3,-22070,-20847,4188.6,3544,-3366.4,-2262.2,5516.9,-2722.5,-6720.1,4291,-11970,-26600,-16209,-10295,-12665,589.65,-4473.7,-18888,-21301,-13497,6142.2,10178,7087.6,3600.4,3725,13626,24543,11672,2319.1,-230.89,1477,9767,2542.4,-525.65,-4190.6,-11754,1989.7,11293,11194,3392.5,11296,24344,21287,797.31,-14525,-873.13,6617.2,3181.6,689.9,10167,17897,13864,-2132.4,-4387.7,9808.9,3459.4,-11139,1980.1,-1039.1,-2069.1,-3642.1,-3639.1,4844.7,-6674.6,-7294.3,-14993,-6644.2,1436.1,1329.6,10000,-1597.9,-17954,-20929,-19035,-11557,7701.8,-7879.4,-23891,-901.15,1659.2,-3831.4,-4219.6,-5970.3,9075.3,0
0,9777,14167,-1805.6,-2366.5,10421,-4513,-18152,7750.9,10113,-3228.8,5707.1,3328.6,-630.37,-6902.8,-4310.6,-2137.3,554.93,-1436.1,-11706,-3307.2,18115,19728,15878,7583.9,-16823,-6907.1,9730.5,-284.27,-12480,-4742.9,3136.1,-4665.5,7206.3,10504,5357.2,11372,3396.3,3882.4,-1216.3,-10325,-309.35,3018.1,-5814.9,2127.7,14461,8119.2,-16184,-15525,14384,31005,12861,-5845.5,-8049,-8206.7,4968.2,1735.6,-410.45,4948.8,5103.9,9237.8,-362.34,-5597.5,732.85,-327.71,-432.62,-1473.9,-6546.9,-4030.7,6959.2,11471,14082,2495.3,4394.3,3278.4,-3497.9,3118.8,-378.7,-12776,-7143.3,7381.6,12431,15508,1178.9,-5878.4,-3413,-6733.4,2306.5,9823.7,6375.2,18349,7190.8,-20273,-14445,5377.1,15616,2082.9,-6232.9,-4407.7,-5932.2,-6268.6,-11582,-4037.6,8840.6,2970.2,-13051,-17646,-12179,-14755,-25483,-9871.7,1349.5,-5804.1,-8422.2,-6660.9,-2020.9,14639,1779.3,-22469,-5462.7,13547,4593.2,-15229,-8817.8,-4539.2,-19357,-16969,-307.92,-2245.6,-17205,-12592,-7326.6,-10053,-11762,-5626,-5175.3,-12022,-2110.1,2158.7,6551.1,25084,14152,7094.7,11825,5762.8,9809.5,5070.1,5202.5,-4206.4,-4622.9,454.72,486.46,-9632.3,2399.9,18811,4765.4,-1289.7,6133.3,13434,10519,10076,8517.1,4920.4,13099,2619.8,-5794,11474,10820,327.34,5600.5,3581.8,-258.68,9216.2,-14113,-11464,-3985,-11225,-7042.9,-10641,-2336,5575.8,7825.2,1297.1,-13331,1112.2,11505,-14913,-22138,-13607,-4268.2,1688.1,-22624,-26273,-6118.3,-259.61,-355.41,5003.3,11215,4313.4,-4815.6,0
